temperature,humidity,wind_speed,solar_radiation,heat_index,wbgt,utci,vulnerability_score,population_density,hour,day_of_year,heat_exposure_duration,htsi
26.0,85.74,2.9,0.0,27.88,24.66,25.92,75.91,9200.0,0,134,0.0,36.11
30.41,91.19,2.67,0.0,42.72,29.56,30.29,43.03,9200.0,23,150,0.0,45.6
26.56,86.49,1.04,0.0,29.24,25.28,26.73,76.95,4200.0,19,172,0.0,40.25
39.47,61.27,8.47,832.05,61.57,35.63,38.49,75.85,4200.0,10,105,0.0,63.91
32.77,68.22,1.26,439.19,42.01,30.52,34.51,48.19,3100.0,16,155,0.0,49.48
31.36,75.32,0.95,247.86,40.4,29.57,32.65,47.99,9200.0,7,129,0.0,47.22
28.16,89.81,6.88,5.79,34.23,27.2,27.36,59.64,8500.0,3,106,0.0,40.33
28.26,86.74,4.0,45.85,33.95,27.05,28.13,77.71,9200.0,5,123,0.0,43.25
30.47,76.12,3.9,160.31,37.93,28.27,30.58,77.56,9200.0,7,105,0.0,44.37
30.88,87.63,2.41,0.0,43.25,29.65,30.8,39.71,9200.0,19,149,0.0,45.48
28.81,84.37,1.08,0.0,35.13,27.28,29.0,38.33,9200.0,2,155,0.0,40.17
36.42,60.47,3.2,717.17,49.77,33.02,37.9,72.54,4900.0,15,155,5.0,59.01
26.0,79.09,0.52,83.14,27.63,24.36,26.69,63.09,9200.0,2,179,0.0,34.41
30.05,79.09,1.09,281.71,37.56,28.75,31.38,63.41,4200.0,17,102,0.0,48.14
39.1,48.5,3.9,845.79,50.94,33.87,40.34,73.25,3100.0,13,145,3.0,61.43
33.22,68.42,5.05,234.55,43.47,30.11,33.01,68.15,3100.0,17,120,0.0,47.6
29.75,93.22,3.14,0.0,40.8,29.12,29.55,45.39,4900.0,1,123,0.0,44.51
26.36,83.96,8.5,22.38,28.61,24.87,25.58,77.56,3100.0,21,128,0.0,35.64
28.03,83.15,2.04,75.19,32.68,26.55,28.39,66.89,4900.0,2,156,0.0,40.57
39.04,57.72,2.62,657.21,57.11,35.1,40.59,65.61,3100.0,15,97,5.0,63.52
36.49,73.87,1.75,535.83,58.85,34.78,38.31,83.3,8500.0,8,176,0.0,63.34
26.0,80.47,1.18,10.99,27.68,24.18,26.21,38.79,9200.0,3,167,0.0,32.45
26.23,84.44,6.52,33.52,28.34,24.8,25.79,34.99,8500.0,0,144,0.0,31.22
28.48,85.56,2.4,0.0,34.39,27.08,28.43,64.39,8500.0,3,116,0.0,40.95
26.61,83.45,7.94,0.0,29.14,25.03,25.77,80.67,4900.0,0,142,0.0,36.47
39.17,52.88,2.22,954.07,54.06,35.22,41.64,37.15,9200.0,13,128,3.0,62.58
26.35,87.56,3.3,0.0,28.79,25.18,26.21,65.93,9200.0,20,154,0.0,37.09
40.12,59.34,2.9,711.26,62.56,36.36,41.64,75.42,4200.0,15,106,5.0,68.68
26.43,82.28,3.74,0.0,28.67,24.75,26.21,43.15,4200.0,19,119,0.0,33.36
27.62,81.52,2.59,0.0,31.38,25.84,27.54,71.02,8500.0,23,142,0.0,39.73
33.48,78.81,7.71,224.72,49.4,31.48,32.43,76.02,8500.0,7,102,0.0,49.94
26.0,94.03,1.18,27.64,28.19,25.54,26.34,82.18,8500.0,6,110,0.0,41.92
26.0,87.87,2.44,0.0,27.96,24.87,25.99,47.43,4900.0,2,108,0.0,34.77
33.97,74.73,2.64,451.95,49.14,32.09,35.18,74.92,3100.0,16,142,0.0,56.83
26.01,83.03,0.7,45.79,27.81,24.58,26.49,71.96,3100.0,0,108,0.0,37.53
36.62,62.51,1.49,657.14,51.7,33.9,38.87,47.72,4200.0,15,146,5.0,59.13
43.54,58.34,1.82,825.57,76.44,39.96,46.01,40.18,3100.0,11,114,1.0,72.45
30.01,90.1,1.92,43.94,40.8,29.15,30.29,47.72,8500.0,18,175,0.0,45.64
30.7,82.81,1.74,0.0,40.83,28.97,30.76,70.45,8500.0,21,120,0.0,46.32
26.0,83.72,5.15,40.53,27.8,24.52,25.79,61.96,8500.0,22,170,0.0,34.02
29.75,81.3,1.32,0.0,37.26,27.89,29.9,42.75,4900.0,21,144,0.0,41.11
42.37,48.37,2.74,920.95,61.54,37.17,44.35,80.82,9200.0,13,112,3.0,69.98
26.0,86.33,2.75,0.0,27.9,24.72,25.94,36.09,4900.0,5,121,0.0,33.66
27.58,87.19,2.52,0.0,32.04,26.36,27.53,63.72,8500.0,5,151,0.0,39.35
42.17,46.86,1.26,1050.0,59.57,37.89,45.58,31.02,4900.0,12,163,2.0,67.85
30.76,89.85,1.37,0.0,43.64,29.77,30.94,35.08,4900.0,18,99,0.0,45.01
27.28,87.88,0.66,4.6,31.28,26.15,27.57,74.71,3100.0,21,161,0.0,41.57
30.22,77.39,1.32,197.15,37.59,28.44,31.18,79.85,4900.0,7,143,0.0,46.2
30.54,83.05,3.24,0.0,40.36,28.84,30.26,42.63,4200.0,1,141,0.0,43.48
26.0,87.46,4.08,0.0,27.94,24.83,25.77,47.08,4200.0,20,109,0.0,32.61
28.5,77.18,1.27,0.0,32.88,26.25,28.64,80.87,8500.0,0,121,0.0,41.62
41.82,49.61,1.7,890.83,60.69,37.26,44.48,63.32,4900.0,14,103,4.0,68.45
26.0,92.15,1.61,24.14,28.12,25.34,26.25,34.76,4900.0,0,139,0.0,35.69
26.0,90.7,5.35,35.29,28.06,25.19,25.77,62.44,3100.0,4,117,0.0,35.94
35.72,62.05,0.85,687.79,48.38,33.61,38.48,64.69,4900.0,15,142,5.0,58.32
29.25,86.2,0.5,0.0,36.96,27.9,29.58,81.76,4200.0,18,113,0.0,46.34
30.77,90.02,1.31,32.81,43.76,29.89,31.16,76.45,4900.0,3,168,0.0,49.56
26.0,89.78,0.59,62.66,28.03,25.3,26.6,39.85,4900.0,2,111,0.0,37.41
35.75,59.37,1.06,502.29,47.02,32.52,37.79,74.68,9200.0,16,119,6.0,57.06
34.2,72.88,1.89,533.86,49.01,32.42,35.94,65.18,4200.0,16,152,0.0,55.7
41.43,56.35,1.98,864.79,65.2,37.73,43.87,73.56,8500.0,11,93,1.0,71.43
41.33,55.82,1.39,877.31,64.28,37.94,44.23,84.52,3100.0,13,166,3.0,71.31
27.48,85.98,1.79,0.0,31.6,26.14,27.55,45.74,3100.0,20,148,0.0,38.07
26.42,86.08,1.86,0.0,28.87,25.1,26.47,39.48,4200.0,5,176,0.0,36.06
28.0,77.8,1.56,0.0,31.77,25.83,28.08,67.67,8500.0,2,97,0.0,39.27
36.49,60.7,2.48,443.39,50.16,32.77,37.63,59.84,4900.0,8,171,0.0,55.82
26.0,89.07,3.66,0.0,28.0,24.99,25.83,45.52,9200.0,4,101,0.0,34.87
28.11,78.51,1.08,0.0,32.14,26.0,28.27,58.73,8500.0,23,120,0.0,38.5
34.15,70.35,3.01,447.15,47.47,31.68,35.17,69.53,4900.0,16,167,0.0,53.79
39.77,54.65,2.14,847.88,57.42,35.85,42.05,76.81,4900.0,13,123,3.0,67.24
27.04,85.84,0.52,11.94,30.41,25.74,27.4,41.32,3100.0,20,171,0.0,37.64
29.19,89.34,2.72,0.0,37.56,28.16,29.07,38.67,4200.0,2,164,0.0,41.84
28.84,84.52,2.53,0.0,35.26,27.33,28.76,44.54,9200.0,0,165,0.0,40.29
27.27,78.65,0.5,7.38,30.2,25.23,27.58,40.83,3100.0,19,138,0.0,36.38
27.05,86.73,1.85,0.0,30.53,25.79,27.11,74.81,9200.0,20,168,0.0,40.77
27.27,87.8,1.18,0.0,31.25,26.12,27.44,35.81,4200.0,22,146,0.0,36.18
30.25,89.33,1.72,9.9,41.45,29.24,30.41,81.4,9200.0,0,115,0.0,48.77
27.51,80.58,0.5,0.0,30.99,25.63,27.77,71.34,9200.0,2,107,0.0,38.55
30.14,77.18,6.4,241.05,37.3,28.12,29.88,81.22,9200.0,17,175,0.0,45.59
34.95,53.45,0.89,681.82,41.95,31.71,37.6,75.12,4900.0,9,127,0.0,56.25
26.0,88.93,3.0,21.13,28.0,25.01,26.03,78.76,9200.0,21,170,0.0,38.15
26.0,88.47,1.0,0.0,27.98,24.93,26.18,72.87,8500.0,2,176,0.0,39.33
36.78,71.83,0.5,230.15,58.61,34.57,38.37,70.09,4200.0,7,177,0.0,59.39
41.41,49.21,1.53,876.61,58.89,36.9,44.15,43.56,8500.0,13,139,3.0,65.85
27.65,78.98,4.16,0.0,31.09,25.6,27.29,72.28,8500.0,23,97,0.0,37.61
31.49,75.89,2.54,262.15,41.0,29.48,32.25,77.45,3100.0,17,130,0.0,48.93
37.98,61.94,3.41,839.77,56.25,34.83,39.59,78.91,4900.0,14,95,4.0,64.81
29.31,79.8,1.86,39.72,35.58,27.39,29.55,40.64,8500.0,21,158,0.0,40.03
28.13,91.48,1.22,11.13,34.44,27.36,28.39,75.61,8500.0,22,133,0.0,44.72
28.79,86.96,0.79,0.0,35.65,27.53,29.05,40.14,4900.0,1,153,0.0,40.67
38.7,60.57,4.02,672.26,57.98,34.96,39.59,81.84,3100.0,9,118,0.0,62.08
26.0,91.69,1.13,0.0,28.1,25.24,26.17,75.64,4200.0,1,117,0.0,40.55
35.54,61.77,1.15,390.72,47.64,32.27,37.2,39.11,4900.0,16,100,6.0,51.11
32.36,71.83,2.27,184.87,42.2,29.74,32.95,61.48,4200.0,7,154,0.0,47.16
26.04,86.16,1.88,0.0,27.99,24.74,26.09,47.79,8500.0,0,108,0.0,36.46
32.92,71.05,0.57,430.15,43.67,31.53,35.07,31.0,4200.0,8,98,0.0,51.22
40.7,59.77,3.49,838.76,65.34,37.06,42.17,64.51,9200.0,10,116,0.0,67.99
29.62,81.7,6.18,3.56,36.96,27.8,28.76,81.63,8500.0,21,123,0.0,42.19
39.4,64.63,1.18,711.39,64.13,37.12,42.05,71.09,4900.0,15,133,5.0,67.86
27.18,79.61,1.09,0.0,30.1,25.21,27.33,74.54,3100.0,6,157,0.0,38.49
37.92,67.02,5.33,646.42,59.83,34.92,38.22,61.71,8500.0,9,171,0.0,60.16
28.03,85.92,1.15,0.0,33.13,26.67,28.21,60.38,4200.0,22,104,0.0,40.62
26.0,82.86,5.37,5.93,27.77,24.39,25.62,37.44,8500.0,2,140,0.0,31.32
30.65,74.47,2.62,224.75,37.99,28.45,31.29,59.87,8500.0,17,102,0.0,46.21
28.57,81.93,1.73,0.0,33.95,26.8,28.63,75.64,8500.0,23,172,0.0,42.85
39.19,45.65,8.5,933.62,49.42,33.18,38.32,45.69,9200.0,12,138,2.0,55.35
28.97,79.15,4.7,0.01,34.49,26.9,28.44,43.69,3100.0,6,159,0.0,37.38
26.91,76.5,2.03,63.7,29.25,24.77,27.21,72.99,9200.0,3,145,0.0,36.19
41.64,54.12,5.56,954.18,63.98,36.96,42.09,36.79,8500.0,12,165,2.0,65.31
27.53,83.33,0.5,0.0,31.38,25.92,27.8,47.81,4900.0,19,140,0.0,38.7
26.0,86.12,4.34,26.78,27.89,24.74,25.86,81.37,9200.0,0,126,0.0,37.78
32.65,70.57,1.01,238.05,42.59,30.21,33.87,44.3,4200.0,7,106,0.0,47.67
39.75,46.53,2.15,922.54,51.6,34.75,42.15,77.96,4900.0,13,147,3.0,64.65
37.97,53.98,1.79,694.96,50.89,33.93,40.09,63.52,9200.0,15,176,5.0,61.5
37.53,45.93,4.72,933.28,45.12,32.08,38.62,75.49,4900.0,13,179,3.0,57.09
41.41,52.83,1.6,834.35,61.94,37.31,44.01,74.02,3100.0,11,118,1.0,69.78
27.46,88.08,1.48,0.0,31.83,26.33,27.59,37.99,3100.0,18,122,0.0,36.56
28.56,83.19,1.04,20.29,34.17,26.98,28.89,71.4,8500.0,22,149,0.0,42.96
39.75,58.18,3.43,912.48,60.14,36.08,41.43,63.82,3100.0,14,178,4.0,66.34
28.57,85.48,2.36,72.18,34.66,27.3,28.85,45.06,3100.0,1,144,0.0,39.74
27.04,87.0,1.02,0.0,30.54,25.81,27.23,78.73,3100.0,1,99,0.0,40.84
26.0,89.01,1.75,30.66,28.0,25.05,26.25,76.76,9200.0,22,136,0.0,39.7
26.0,88.19,1.45,0.0,27.97,24.9,26.12,74.31,4200.0,21,112,0.0,39.3
28.72,89.2,2.68,0.0,35.92,27.68,28.62,48.29,9200.0,18,174,0.0,42.95
29.24,91.14,3.17,0.0,38.22,28.39,29.04,80.0,8500.0,21,110,0.0,46.51
26.4,90.46,4.13,34.97,29.12,25.57,26.32,42.6,4900.0,21,102,0.0,34.8
37.24,70.89,3.01,355.24,59.87,34.53,37.95,80.73,4900.0,16,122,6.0,61.58
31.37,81.86,2.54,0.0,42.87,29.53,31.24,75.72,4200.0,19,113,0.0,48.21
35.59,61.02,4.33,626.26,47.37,32.02,36.4,77.01,3100.0,9,100,0.0,55.43
26.0,84.12,1.98,0.0,27.82,24.51,26.03,64.64,8500.0,5,106,0.0,34.51
39.42,45.22,2.73,747.93,49.83,33.72,41.05,42.25,4200.0,14,157,4.0,58.61
27.22,92.01,1.67,18.96,31.62,26.52,27.44,47.09,3100.0,21,136,0.0,39.58
38.18,52.78,2.1,845.93,50.79,34.14,40.47,45.27,4200.0,10,114,0.0,59.57
27.4,81.25,0.71,0.0,30.79,25.59,27.62,65.14,9200.0,4,162,0.0,39.27
29.38,81.95,3.1,12.34,36.31,27.62,29.24,61.52,3100.0,0,110,0.0,41.43
32.69,72.03,2.22,266.38,43.34,30.25,33.54,74.37,3100.0,7,173,0.0,50.17
26.02,76.86,1.68,0.0,27.58,23.81,26.07,76.79,9200.0,20,172,0.0,34.71
40.86,52.07,1.13,912.37,59.3,37.29,44.04,34.93,4900.0,11,172,1.0,66.63
43.48,51.71,5.35,909.59,68.96,38.22,43.8,44.27,3100.0,11,101,1.0,68.18
30.45,78.04,2.09,0.0,38.48,28.22,30.42,40.15,4900.0,4,126,0.0,42.86
26.97,93.35,1.6,18.01,30.99,26.4,27.2,44.69,4900.0,6,131,0.0,39.88
28.3,85.92,0.54,0.0,33.93,26.94,28.59,74.47,3100.0,3,106,0.0,43.28
30.59,82.74,4.42,95.16,40.43,28.99,30.4,47.52,4200.0,5,137,0.0,43.76
39.55,51.1,0.5,968.73,54.08,37.5,43.57,46.65,8500.0,12,117,2.0,67.7
28.85,79.44,4.07,0.0,34.21,26.82,28.45,68.87,9200.0,19,130,0.0,39.04
39.94,53.91,3.01,750.85,57.47,35.46,41.46,61.92,4900.0,14,136,4.0,63.17
27.34,83.27,0.53,23.71,30.9,25.84,27.77,75.95,4900.0,2,107,0.0,42.63
30.07,83.42,1.61,9.16,38.88,28.44,30.22,77.94,9200.0,22,167,0.0,46.13
33.78,80.71,2.46,267.04,51.68,32.25,34.58,70.58,4900.0,7,160,0.0,53.39
28.31,85.14,4.15,20.03,33.8,26.9,28.04,59.47,4900.0,19,102,0.0,40.39
37.85,58.95,2.07,706.71,53.71,34.42,39.86,78.24,8500.0,15,171,5.0,63.32
40.0,43.13,2.53,943.55,50.15,34.31,42.17,74.12,4900.0,12,102,2.0,63.9
34.58,82.69,1.72,324.55,56.41,33.49,35.85,44.88,9200.0,17,120,0.0,56.55
39.77,58.67,1.46,647.68,60.61,36.29,42.01,35.57,4900.0,9,91,0.0,62.9
27.25,81.7,0.95,0.0,30.48,25.48,27.43,59.69,4900.0,18,105,0.0,37.62
35.36,69.32,4.34,494.73,51.28,32.65,35.92,63.67,4200.0,16,98,6.0,55.63
26.19,80.53,6.92,11.16,28.05,24.35,25.59,74.0,8500.0,23,162,0.0,34.13
27.73,81.91,2.3,7.02,31.7,25.99,27.74,46.28,8500.0,18,127,0.0,37.81
27.34,89.86,2.27,0.0,31.72,26.39,27.34,40.32,3100.0,22,164,0.0,39.74
27.88,85.07,1.12,3.47,32.56,26.45,28.08,41.63,9200.0,4,143,0.0,38.58
28.98,82.36,4.1,0.0,35.22,27.25,28.58,69.53,4900.0,20,145,0.0,40.1
29.61,85.49,1.92,100.5,37.96,28.4,30.09,58.15,4900.0,22,175,0.0,44.41
35.24,71.08,0.78,463.53,51.87,33.61,37.4,60.15,3100.0,8,176,0.0,57.5
44.15,49.32,0.77,897.41,69.14,40.32,47.71,83.0,4900.0,11,134,1.0,76.16
28.85,92.89,2.92,24.37,37.25,28.23,28.84,64.83,3100.0,20,123,0.0,45.02
29.68,86.58,1.74,0.0,38.5,28.36,29.75,41.14,3100.0,0,98,0.0,41.75
27.43,86.26,2.88,33.33,31.5,26.18,27.48,67.39,8500.0,0,177,0.0,40.27
38.61,57.6,0.98,906.36,55.47,36.22,41.92,44.67,4900.0,14,97,4.0,64.8
29.1,85.89,3.57,59.84,36.4,27.82,29.07,58.31,9200.0,1,96,0.0,43.41
29.41,81.35,2.14,0.0,36.23,27.56,29.38,58.6,8500.0,21,125,0.0,42.49
37.07,59.77,1.2,679.13,51.55,34.2,39.56,70.65,9200.0,15,107,5.0,61.9
32.0,79.07,1.48,261.7,43.96,30.47,33.13,79.56,3100.0,7,92,0.0,51.58
40.27,50.36,2.71,942.66,55.94,35.65,42.38,34.93,9200.0,12,117,2.0,62.38
31.12,87.69,1.82,0.0,44.23,29.9,31.19,43.94,8500.0,20,159,0.0,46.39
28.06,84.31,0.94,7.4,32.96,26.57,28.33,44.33,4900.0,0,133,0.0,38.55
36.46,59.43,3.94,692.53,49.29,32.77,37.53,41.87,9200.0,15,110,5.0,54.11
26.0,77.31,0.52,0.0,27.56,23.84,26.21,78.08,9200.0,6,117,0.0,36.56
29.27,86.39,1.68,24.9,37.07,28.0,29.5,64.48,9200.0,4,143,0.0,43.18
27.22,86.11,2.37,0.0,30.91,25.9,27.19,71.63,8500.0,21,143,0.0,39.46
27.07,93.5,1.91,69.03,31.33,26.63,27.47,72.37,3100.0,22,154,0.0,42.63
26.0,85.82,1.21,6.39,27.88,24.69,26.19,74.34,4200.0,2,110,0.0,38.72
43.7,50.66,0.71,822.47,68.76,39.99,47.11,47.01,9200.0,11,102,1.0,71.6
37.82,58.07,2.51,712.39,53.03,34.15,39.6,36.79,4900.0,15,146,5.0,59.54
29.79,82.24,2.42,0.0,37.66,28.03,29.71,69.19,8500.0,18,138,0.0,42.67
26.0,90.09,1.9,0.0,28.04,25.08,26.06,48.79,4200.0,4,143,0.0,36.94
26.0,85.23,0.5,0.0,27.86,24.61,26.23,63.49,8500.0,21,99,0.0,37.03
40.62,51.04,4.52,943.51,57.63,35.68,41.67,41.96,4200.0,13,142,3.0,62.85
26.8,78.16,1.01,0.0,29.16,24.7,26.96,68.58,4900.0,4,133,0.0,35.39
37.67,54.9,5.13,797.12,50.5,33.28,38.33,82.45,4200.0,14,136,4.0,61.36
34.93,67.28,0.59,450.31,48.58,33.05,37.17,36.63,9200.0,16,142,0.0,54.42
40.62,52.88,3.59,883.77,59.09,36.02,42.08,79.82,4900.0,13,163,3.0,68.85
26.81,78.71,0.96,0.0,29.22,24.76,26.98,76.91,4200.0,19,135,0.0,37.97
26.68,81.41,1.36,0.0,29.16,24.91,26.8,43.98,4900.0,4,102,0.0,35.02
34.4,47.96,1.64,961.53,38.57,30.55,37.25,40.01,9200.0,11,126,0.0,50.83
38.26,57.04,1.51,676.1,53.83,34.71,40.52,40.38,4200.0,15,113,5.0,59.68
38.04,64.23,1.8,634.16,58.17,35.25,40.05,45.74,9200.0,15,91,5.0,62.77
26.0,90.41,0.5,43.18,28.05,25.3,26.53,82.02,8500.0,20,175,0.0,41.74
28.19,85.05,1.22,0.0,33.46,26.75,28.36,38.02,8500.0,6,170,0.0,37.03
26.16,82.77,1.73,43.84,28.11,24.63,26.46,42.77,4900.0,3,103,0.0,34.49
29.69,84.05,1.07,1.21,37.82,28.12,29.91,57.72,4900.0,0,99,0.0,43.03
27.13,84.98,2.11,0.0,30.55,25.7,27.14,38.7,3100.0,4,124,0.0,35.4
26.66,84.14,1.22,0.0,29.33,25.16,26.81,83.39,9200.0,22,114,0.0,39.48
36.27,58.23,3.28,593.42,48.01,32.37,37.41,66.88,8500.0,9,92,0.0,55.72
29.6,83.04,5.6,0.0,37.26,27.92,28.85,41.09,8500.0,21,106,0.0,37.8
30.13,73.59,2.95,39.9,36.29,27.5,30.08,73.98,4200.0,4,101,0.0,43.19
26.69,87.81,1.09,0.0,29.68,25.54,26.86,40.26,3100.0,3,143,0.0,36.84
27.55,86.33,4.7,26.7,31.85,26.29,27.26,65.95,4200.0,1,113,0.0,38.9
27.46,80.06,1.92,57.53,30.8,25.65,27.76,76.91,3100.0,19,118,0.0,38.76
36.43,59.87,2.6,643.86,49.45,32.95,38.02,36.97,9200.0,9,132,0.0,55.09
31.33,84.59,1.15,0.0,43.77,29.77,31.55,36.96,3100.0,18,114,0.0,45.18
30.55,86.17,3.43,55.68,41.49,29.27,30.49,64.47,4200.0,0,149,0.0,45.41
29.46,82.1,2.25,5.02,36.57,27.69,29.45,56.64,9200.0,23,179,0.0,41.9
29.45,89.54,2.13,0.0,38.55,28.44,29.46,39.33,3100.0,4,154,0.0,43.65
39.74,56.95,3.61,913.54,59.12,35.86,41.31,60.71,4200.0,12,173,2.0,66.83
26.85,86.39,4.24,0.0,29.98,25.57,26.55,62.19,8500.0,3,117,0.0,37.71
39.48,61.13,1.17,670.3,61.48,36.62,42.01,77.05,3100.0,15,105,5.0,67.05
29.35,85.15,3.19,38.49,37.03,27.96,29.31,76.35,4200.0,23,136,0.0,43.9
38.67,66.91,1.47,642.14,62.92,36.37,40.93,76.26,4200.0,15,170,5.0,66.76
30.25,86.16,3.0,2.72,40.4,28.89,30.07,64.16,8500.0,22,147,0.0,45.46
28.38,79.8,1.36,0.0,33.05,26.4,28.51,64.93,9200.0,1,165,0.0,40.78
36.48,72.16,2.08,466.16,57.6,34.32,37.94,77.39,4900.0,16,116,6.0,62.18
29.16,83.92,2.5,0.0,36.1,27.58,29.07,47.24,9200.0,19,142,0.0,40.49
28.5,88.94,3.26,92.45,35.16,27.6,28.68,76.06,8500.0,23,131,0.0,45.37
39.87,49.89,6.65,905.33,54.26,34.54,39.78,74.9,8500.0,11,148,1.0,62.78
29.58,75.09,2.08,280.38,35.19,27.65,30.56,38.54,4200.0,17,136,0.0,42.01
27.17,80.93,3.7,32.41,30.23,25.39,27.08,73.59,8500.0,2,123,0.0,38.09
31.08,87.08,2.63,0.0,43.81,29.79,30.94,65.67,3100.0,0,126,0.0,47.82
26.0,84.04,4.66,0.0,27.82,24.5,25.68,65.51,8500.0,0,95,0.0,33.28
29.07,84.68,0.74,20.6,36.0,27.64,29.48,39.8,9200.0,18,96,0.0,41.44
40.51,51.61,0.58,806.44,57.69,37.52,43.96,73.23,4900.0,10,114,0.0,69.09
29.39,88.13,2.7,22.59,37.95,28.28,29.4,62.28,9200.0,4,122,0.0,44.02
40.55,49.36,1.3,936.34,56.1,36.48,43.62,75.93,3100.0,11,144,1.0,69.93
28.81,85.02,3.21,6.59,35.27,27.36,28.63,61.05,9200.0,2,147,0.0,41.79
27.31,82.99,5.29,13.48,30.78,25.69,26.87,80.73,9200.0,0,96,0.0,38.23
26.0,85.15,0.95,0.0,27.86,24.61,26.17,58.62,8500.0,0,146,0.0,35.65
31.98,72.18,1.6,318.8,41.16,29.8,33.22,72.07,4900.0,7,101,0.0,51.32
37.09,57.69,2.27,628.28,50.34,33.33,38.79,63.18,3100.0,9,105,0.0,58.27
42.04,51.07,1.56,880.87,62.74,37.75,44.78,42.48,3100.0,10,169,0.0,68.07
38.64,55.47,1.9,830.79,54.06,35.0,41.03,76.02,3100.0,11,132,1.0,63.8
39.57,46.34,7.77,978.3,50.95,33.72,39.08,37.73,8500.0,12,166,2.0,55.55
44.58,53.06,1.38,1004.89,75.04,40.82,47.84,57.89,3100.0,11,96,1.0,75.77
41.47,47.83,2.51,903.55,57.98,36.32,43.58,41.24,4900.0,13,140,3.0,66.14
30.18,84.9,3.8,0.0,39.72,28.68,29.79,78.63,8500.0,1,162,0.0,46.21
31.47,83.06,2.25,0.0,43.7,29.75,31.41,80.14,8500.0,18,121,0.0,49.33
32.7,80.55,2.26,234.36,47.23,31.14,33.48,73.29,8500.0,17,164,0.0,51.91
27.21,86.25,1.87,84.84,30.89,26.08,27.65,74.93,4900.0,2,97,0.0,42.08
27.65,84.12,1.0,0.0,31.79,26.12,27.84,44.59,4900.0,22,176,0.0,37.99
31.97,71.83,1.85,462.51,40.98,30.02,33.52,50.79,4900.0,16,178,0.0,50.2
27.26,77.79,1.76,244.35,30.1,25.66,28.24,77.28,4200.0,7,161,0.0,41.25
36.8,57.91,2.56,624.71,49.51,33.0,38.34,47.31,4900.0,9,134,0.0,55.0
28.82,84.07,4.29,34.62,35.09,27.31,28.55,82.0,9200.0,1,175,0.0,43.75
28.03,87.68,2.65,0.0,33.44,26.85,27.95,78.03,4200.0,18,148,0.0,41.72
32.97,69.46,1.7,456.44,43.15,30.73,34.57,44.75,4900.0,8,93,0.0,49.18
31.23,79.17,0.63,0.0,41.34,29.09,31.55,78.17,9200.0,6,156,0.0,47.62
26.83,83.87,2.1,1.9,29.7,25.3,26.86,56.66,8500.0,3,118,0.0,36.9
31.2,86.5,1.45,20.86,44.07,29.91,31.48,71.35,4200.0,20,118,0.0,49.49
32.53,77.45,1.82,218.14,45.18,30.66,33.41,75.39,3100.0,17,117,0.0,52.21
41.85,54.49,1.51,978.93,65.15,38.38,44.91,40.76,4900.0,12,166,2.0,70.27
38.76,55.18,1.47,887.79,54.28,35.46,41.6,37.13,9200.0,10,168,0.0,62.3
28.31,88.21,2.69,43.04,34.4,27.26,28.43,70.53,3100.0,23,176,0.0,42.75
27.76,84.19,2.43,35.16,32.12,26.31,27.89,42.16,4900.0,3,133,0.0,37.98
27.67,85.4,1.87,0.0,32.05,26.27,27.72,37.63,9200.0,20,179,0.0,36.16
28.62,82.48,1.26,0.0,34.2,26.91,28.78,73.26,4200.0,3,93,0.0,42.86
40.54,61.31,1.44,644.21,66.06,37.38,42.81,74.37,8500.0,9,179,0.0,68.72
26.0,90.06,1.92,0.0,28.04,25.08,26.06,46.35,8500.0,4,98,0.0,35.64
33.13,66.8,5.41,535.39,42.53,30.22,33.53,75.64,4900.0,8,94,0.0,50.55
30.02,91.4,5.28,0.29,41.25,29.2,29.34,74.76,4900.0,23,145,0.0,47.41
30.17,86.63,3.82,0.0,40.25,28.85,29.78,78.75,8500.0,2,173,0.0,44.96
35.51,73.04,2.15,435.06,54.15,33.42,36.85,33.0,8500.0,16,139,6.0,53.95
30.91,80.25,5.6,0.0,40.68,28.91,30.04,38.24,8500.0,2,164,0.0,39.74
36.44,51.79,3.93,693.55,45.15,31.72,37.48,68.43,8500.0,15,104,5.0,54.29
29.19,81.12,0.76,0.0,35.52,27.32,29.44,75.13,8500.0,3,121,0.0,44.57
33.03,71.15,0.5,185.64,44.07,30.72,34.32,65.57,4900.0,17,117,0.0,51.02
35.01,61.25,3.42,426.79,45.69,31.3,35.74,75.03,9200.0,16,111,6.0,52.13
28.53,80.1,0.5,0.61,33.48,26.58,28.82,60.91,3100.0,6,106,0.0,42.12
26.12,86.92,3.77,35.02,28.21,24.95,26.09,71.76,4900.0,23,148,0.0,35.66
27.65,88.35,0.94,6.86,32.41,26.56,27.92,46.76,4200.0,22,179,0.0,39.45
27.3,80.5,2.77,0.0,30.48,25.42,27.19,64.21,3100.0,4,160,0.0,36.54
41.13,54.29,3.87,894.18,62.18,36.67,42.45,38.57,4200.0,11,146,1.0,65.5
33.19,64.8,4.25,519.15,41.87,30.1,33.93,78.53,4200.0,16,115,0.0,51.36
29.11,85.46,1.98,70.07,36.33,27.84,29.47,76.66,9200.0,22,114,0.0,46.14
41.92,43.6,1.17,954.0,56.12,36.96,45.14,73.5,8500.0,12,99,2.0,71.1
29.23,86.14,2.46,0.0,36.89,27.88,29.16,70.52,4900.0,22,134,0.0,45.29
30.95,85.26,5.65,0.0,42.64,29.48,30.09,47.42,8500.0,2,172,0.0,43.11
